payment_id,customer_id,staff_id,rental_id,amount,payment_date
22143,545,2,11760,2.99,2007-03-17 08:12:49 UTC
28295,545,2,9942,4.99,2007-04-30 14:04:10 UTC
22150,545,2,15998,4.99,2007-03-23 19:09:36 UTC
29362,34,1,3911,2.99,2007-04-06 18:37:38 UTC
23017,34,1,13371,4.99,2007-03-19 19:50:14 UTC
18642,34,1,1900,4.99,2007-02-17 02:58:25 UTC
18644,34,1,3150,0.99,2007-02-20 19:03:55 UTC
23012,34,1,11505,2.99,2007-03-16 21:47:14 UTC
29368,34,1,7532,0.99,2007-04-27 19:49:19 UTC
23009,34,1,10523,0.99,2007-03-01 10:20:59 UTC
23016,34,1,12651,0.99,2007-03-18 17:04:43 UTC
29363,34,1,5188,4.99,2007-04-09 08:50:58 UTC
29369,34,1,9160,3.99,2007-04-30 09:46:00 UTC
23015,34,1,12599,2.99,2007-03-18 15:11:12 UTC
23019,34,1,14686,5.99,2007-03-21 19:00:35 UTC
23010,34,1,10615,4.99,2007-03-01 13:26:41 UTC
23011,34,2,11096,0.99,2007-03-02 06:33:46 UTC
23013,34,2,11701,4.99,2007-03-17 05:44:14 UTC
23018,34,2,13949,2.99,2007-03-20 16:23:40 UTC
29366,34,2,7015,2.99,2007-04-27 00:43:28 UTC
23020,34,2,14701,7.99,2007-03-21 19:22:59 UTC
29361,34,2,3508,3.99,2007-04-05 22:52:52 UTC
29365,34,2,5918,5.99,2007-04-10 20:00:33 UTC
29367,34,2,7124,2.99,2007-04-27 04:37:57 UTC
29364,34,2,5643,4.99,2007-04-10 05:17:27 UTC
18643,34,2,2257,5.99,2007-02-18 03:58:19 UTC
23014,34,2,12286,2.99,2007-03-18 03:26:26 UTC
25409,290,1,4073,0.99,2007-04-07 03:17:40 UTC
25422,290,1,10194,1.99,2007-04-30 23:02:19 UTC
19752,290,1,11596,6.99,2007-03-17 01:22:22 UTC
19756,290,1,13367,2.99,2007-03-19 19:47:54 UTC
19751,290,1,10901,2.99,2007-03-02 00:04:11 UTC
25420,290,1,9413,0.99,2007-04-30 19:13:06 UTC
25417,290,1,7650,1.99,2007-04-28 00:15:47 UTC
25415,290,1,6952,4.99,2007-04-26 22:19:54 UTC
25418,290,1,8639,4.99,2007-04-29 12:58:58 UTC
25411,290,1,5105,2.99,2007-04-09 05:07:26 UTC
25419,290,1,9000,7.99,2007-04-30 03:27:22 UTC
25421,290,2,10096,3.99,2007-04-30 19:07:25 UTC
19754,290,2,12778,4.99,2007-03-18 22:08:50 UTC
19755,290,2,13190,1.99,2007-03-19 12:56:26 UTC
25414,290,2,6816,4.99,2007-04-12 16:47:17 UTC
19757,290,2,13687,2.99,2007-03-20 07:26:18 UTC
25408,290,2,4039,4.99,2007-04-07 01:26:26 UTC
25410,290,2,4416,0.99,2007-04-07 20:33:03 UTC
19753,290,2,12193,3.99,2007-03-18 00:32:26 UTC
25413,290,2,5827,2.99,2007-04-10 14:50:47 UTC
25416,290,2,7265,2.99,2007-04-27 09:47:28 UTC
25412,290,2,5214,5.99,2007-04-09 10:11:35 UTC
28304,546,1,9087,4.99,2007-04-30 06:48:14 UTC
22156,546,1,14797,4.99,2007-03-21 23:09:51 UTC
18279,546,1,2361,5.99,2007-02-18 11:47:32 UTC
28298,546,1,4734,0.99,2007-04-08 11:40:39 UTC
18276,546,1,1181,1.99,2007-02-14 23:10:44 UTC
31834,546,1,4591,3.99,2007-04-30 19:44:47 UTC
22158,546,1,14929,3.99,2007-03-22 04:01:05 UTC
28299,546,1,5629,0.99,2007-04-10 04:30:52 UTC
28301,546,1,6786,2.99,2007-04-12 15:01:00 UTC
22153,546,1,11797,4.99,2007-03-17 09:45:48 UTC
28303,546,1,8532,4.99,2007-04-29 08:55:23 UTC
22157,546,1,14829,2.99,2007-03-22 00:04:04 UTC
18278,546,1,1787,3.99,2007-02-16 17:59:26 UTC
28296,546,1,3738,4.99,2007-04-06 10:19:24 UTC
22152,546,2,11352,5.99,2007-03-02 15:58:06 UTC
28302,546,2,6910,6.99,2007-04-12 20:39:48 UTC
22159,546,2,15565,4.99,2007-03-23 03:41:36 UTC
28297,546,2,4664,0.99,2007-04-08 08:29:55 UTC
22151,546,2,10370,0.99,2007-03-01 04:46:31 UTC
28300,546,2,6758,9.99,2007-04-12 13:42:16 UTC
22154,546,2,12591,2.99,2007-03-18 14:45:08 UTC
28306,546,2,9626,1.99,2007-04-30 03:06:08 UTC
22155,546,2,13850,5.99,2007-03-20 13:11:30 UTC
18277,546,2,1403,0.99,2007-02-15 15:00:26 UTC
18645,35,1,1579,0.99,2007-02-16 02:37:35 UTC
23023,35,1,11645,4.99,2007-03-17 03:19:23 UTC
29382,35,1,8822,6.99,2007-04-29 20:48:48 UTC
29379,35,1,6565,4.99,2007-04-12 04:08:17 UTC
18648,35,1,2231,0.99,2007-02-18 02:20:41 UTC
18647,35,1,2229,4.99,2007-02-18 02:18:45 UTC
29380,35,1,6572,4.99,2007-04-12 04:25:05 UTC
29378,35,1,6401,4.99,2007-04-11 21:13:01 UTC
23021,35,1,11298,1.99,2007-03-02 14:00:59 UTC
23025,35,1,13735,2.99,2007-03-20 08:59:28 UTC
23022,35,1,11452,7.99,2007-03-02 19:28:19 UTC
29375,35,1,5916,5.99,2007-04-10 19:54:58 UTC
29373,35,1,5013,2.99,2007-04-09 00:15:12 UTC
29381,35,1,7140,4.99,2007-04-27 05:22:39 UTC
29376,35,1,5963,0.99,2007-04-10 22:15:35 UTC
29377,35,1,6147,5.99,2007-04-11 07:41:35 UTC
18649,35,1,2743,2.99,2007-02-19 14:44:23 UTC
23024,35,1,12055,4.99,2007-03-17 19:30:46 UTC
18646,35,1,1989,2.99,2007-02-17 09:15:51 UTC
29385,35,1,9579,6.99,2007-04-30 01:27:47 UTC
23026,35,1,14110,0.99,2007-03-20 23:21:36 UTC
29383,35,1,8971,5.99,2007-04-30 02:32:25 UTC
29374,35,2,5323,0.99,2007-04-09 15:02:34 UTC
23027,35,2,14124,2.99,2007-03-21 00:00:18 UTC
29384,35,2,9033,2.99,2007-04-30 04:36:09 UTC
29371,35,2,4098,4.99,2007-04-07 04:43:18 UTC
29372,35,2,4990,0.99,2007-04-08 23:17:16 UTC
23028,35,2,14735,4.99,2007-03-21 20:53:36 UTC
29370,35,2,3597,2.99,2007-04-06 03:32:26 UTC
18650,35,2,3112,4.99,2007-02-20 16:21:57 UTC
25427,291,1,6796,2.99,2007-04-12 15:12:43 UTC
25428,291,1,7561,5.99,2007-04-27 20:49:32 UTC
19758,291,1,10463,4.99,2007-03-01 08:08:10 UTC
25430,291,1,8690,0.99,2007-04-29 15:07:55 UTC
25432,291,1,9165,5.99,2007-04-30 09:52:55 UTC
19760,291,1,13665,5.99,2007-03-20 06:47:47 UTC
25431,291,2,8697,4.99,2007-04-29 15:14:34 UTC
25433,291,2,9201,5.99,2007-04-30 11:10:48 UTC
19762,291,2,15663,3.99,2007-03-23 07:22:53 UTC
25429,291,2,7564,0.99,2007-04-27 20:59:44 UTC
25425,291,2,5754,2.99,2007-04-10 11:01:10 UTC
25423,291,2,3512,4.99,2007-04-05 23:11:33 UTC
25424,291,2,4862,3.99,2007-04-08 17:31:13 UTC
25426,291,2,6516,4.99,2007-04-12 02:20:21 UTC
19761,291,2,14241,4.99,2007-03-21 03:53:22 UTC
19759,291,2,11145,0.99,2007-03-02 08:11:51 UTC
25434,291,2,9919,7.99,2007-04-30 13:24:13 UTC
22161,547,1,10980,4.99,2007-03-02 02:45:59 UTC
22167,547,1,14510,9.99,2007-03-21 13:13:08 UTC
28308,547,1,3765,4.99,2007-04-06 11:30:14 UTC
22164,547,1,12579,0.99,2007-03-18 14:16:16 UTC
28314,547,1,7835,4.99,2007-04-28 07:18:06 UTC
28315,547,1,7859,3.99,2007-04-28 08:25:44 UTC
28311,547,1,6605,0.99,2007-04-12 06:29:34 UTC
28316,547,1,8828,2.99,2007-04-29 21:01:21 UTC
22160,547,1,10903,2.99,2007-03-02 00:10:26 UTC
22168,547,2,14884,4.99,2007-03-22 02:25:35 UTC
28312,547,2,7420,4.99,2007-04-27 15:38:06 UTC
28307,547,2,3679,4.99,2007-04-06 07:44:24 UTC
18280,547,2,2022,8.99,2007-02-17 11:13:06 UTC
22163,547,2,11361,0.99,2007-03-02 16:15:01 UTC
22162,547,2,11170,5.99,2007-03-02 08:50:20 UTC
22165,547,2,12943,2.99,2007-03-19 04:14:53 UTC
28313,547,2,7547,3.99,2007-04-27 20:20:15 UTC
28309,547,2,5327,4.99,2007-04-09 15:08:16 UTC
22166,547,2,13307,2.99,2007-03-19 17:27:11 UTC
28310,547,2,5854,4.99,2007-04-10 16:16:01 UTC
29389,36,1,5403,0.99,2007-04-09 18:35:36 UTC
23031,36,1,10963,0.99,2007-03-02 02:16:44 UTC
29396,36,1,8952,4.99,2007-04-30 01:49:05 UTC
29395,36,1,8391,2.99,2007-04-29 04:21:17 UTC
23037,36,1,13674,4.99,2007-03-20 06:59:21 UTC
23034,36,1,11813,4.99,2007-03-17 10:35:21 UTC
29392,36,1,7647,0.99,2007-04-28 00:03:44 UTC
29391,36,1,7205,6.99,2007-04-27 07:34:40 UTC
23038,36,1,14647,9.99,2007-03-21 17:44:00 UTC
29397,36,1,9369,2.99,2007-04-30 17:20:46 UTC
29398,36,2,9805,0.99,2007-04-30 09:39:37 UTC
29390,36,2,6030,0.99,2007-04-11 01:06:18 UTC
29394,36,2,8099,0.99,2007-04-28 17:03:39 UTC
23035,36,2,13562,2.99,2007-03-20 03:00:12 UTC
18651,36,2,2741,0.99,2007-02-19 14:34:08 UTC
29393,36,2,7919,6.99,2007-04-28 10:28:12 UTC
23039,36,2,15657,4.99,2007-03-23 07:11:07 UTC
29388,36,2,4762,4.99,2007-04-08 13:23:09 UTC
23036,36,2,13564,1.99,2007-03-20 03:03:13 UTC
29386,36,2,4135,0.99,2007-04-07 06:43:30 UTC
23032,36,2,10964,6.99,2007-03-02 02:24:50 UTC
23033,36,2,11616,4.99,2007-03-17 02:28:28 UTC
23029,36,2,10525,2.99,2007-03-01 10:21:44 UTC
23030,36,2,10761,2.99,2007-03-01 18:54:02 UTC
29387,36,2,4560,4.99,2007-04-08 03:27:15 UTC
25444,292,1,7545,2.99,2007-04-27 20:16:30 UTC
25436,292,1,4200,4.99,2007-04-07 09:43:38 UTC
25439,292,1,5940,4.99,2007-04-10 20:59:28 UTC
19765,292,1,13715,2.99,2007-03-20 08:11:33 UTC
19768,292,1,15117,2.99,2007-03-22 11:06:47 UTC
19764,292,1,12739,10.99,2007-03-18 20:43:45 UTC
25448,292,1,8990,8.99,2007-04-30 03:10:09 UTC
25446,292,1,8047,2.99,2007-04-28 15:18:10 UTC
19766,292,1,14499,0.99,2007-03-21 12:39:46 UTC
25443,292,1,7216,2.99,2007-04-27 07:56:12 UTC
25445,292,1,7766,4.99,2007-04-28 05:10:24 UTC
25449,292,1,9792,5.99,2007-04-30 09:12:08 UTC
25440,292,1,6270,8.99,2007-04-11 14:27:37 UTC
25441,292,1,6900,6.99,2007-04-12 20:13:52 UTC
19763,292,1,11193,4.99,2007-03-02 10:00:00 UTC
25442,292,2,7199,5.99,2007-04-27 07:21:50 UTC
25435,292,2,3557,0.99,2007-04-06 01:17:06 UTC
25450,292,2,9819,1.99,2007-04-30 10:07:40 UTC
25437,292,2,5095,4.99,2007-04-09 04:36:49 UTC
25447,292,2,8842,4.99,2007-04-29 21:32:07 UTC
25438,292,2,5257,0.99,2007-04-09 12:25:10 UTC
19767,292,2,14845,4.99,2007-03-22 00:41:11 UTC
28317,548,1,3686,2.99,2007-04-06 08:06:17 UTC
28322,548,1,9614,5.99,2007-04-30 02:27:58 UTC
18282,548,1,2280,2.99,2007-02-18 05:15:21 UTC
18281,548,1,1326,1.99,2007-02-15 09:36:06 UTC
22171,548,1,13691,3.99,2007-03-20 07:36:06 UTC
22170,548,1,12860,5.99,2007-03-19 00:53:08 UTC
28319,548,1,4155,7.99,2007-04-07 07:29:16 UTC
31992,548,1,13584,0.99,2007-05-14 13:44:30 UTC
22169,548,2,10318,0.99,2007-03-01 03:05:20 UTC
22173,548,2,14188,0.99,2007-03-21 02:00:31 UTC
22174,548,2,14723,6.99,2007-03-21 20:20:59 UTC
22172,548,2,13730,7.99,2007-03-20 08:45:36 UTC
28321,548,2,6490,4.99,2007-04-12 00:56:30 UTC
18283,548,2,2978,0.99,2007-02-20 06:53:43 UTC
28318,548,2,3777,2.99,2007-04-06 12:05:15 UTC
28320,548,2,5138,4.99,2007-04-09 06:29:13 UTC
29400,37,1,3734,5.99,2007-04-06 10:08:54 UTC
29403,37,1,8419,9.99,2007-04-29 05:23:15 UTC
23042,37,1,13046,7.99,2007-03-19 07:49:37 UTC
23049,37,1,15028,3.99,2007-03-22 07:32:11 UTC
23047,37,1,14084,0.99,2007-03-20 22:11:13 UTC
23041,37,1,11176,3.99,2007-03-02 09:08:10 UTC
29404,37,1,9567,5.99,2007-04-30 01:04:38 UTC
29401,37,1,5425,5.99,2007-04-09 19:30:53 UTC
23050,37,1,15904,0.99,2007-03-23 16:00:46 UTC
18652,37,1,1583,4.99,2007-02-16 03:12:50 UTC
23040,37,1,10538,2.99,2007-03-01 10:51:08 UTC
23044,37,2,13444,0.99,2007-03-19 22:28:51 UTC
23043,37,2,13147,4.99,2007-03-19 11:23:36 UTC
23051,37,2,16035,0.99,2007-03-23 20:36:31 UTC
23045,37,2,13493,3.99,2007-03-20 00:02:03 UTC
29399,37,2,3472,7.99,2007-04-05 21:25:00 UTC
23048,37,2,14532,2.99,2007-03-21 13:43:30 UTC
18653,37,2,1812,1.99,2007-02-16 19:37:13 UTC
18654,37,2,1854,3.99,2007-02-16 23:12:24 UTC
29402,37,2,7939,0.99,2007-04-28 11:14:14 UTC
23046,37,2,14025,8.99,2007-03-20 19:48:03 UTC
19776,293,1,15258,4.99,2007-03-22 16:51:11 UTC
25456,293,1,6432,9.99,2007-04-11 22:38:08 UTC
19777,293,1,15402,8.99,2007-03-22 21:46:08 UTC
19772,293,1,13029,2.99,2007-03-19 06:56:31 UTC
19778,293,1,15508,7.99,2007-03-23 01:17:31 UTC
25458,293,1,8589,4.99,2007-04-29 10:56:44 UTC
19775,293,1,14248,6.99,2007-03-21 04:04:24 UTC
19770,293,1,11576,2.99,2007-03-17 00:21:47 UTC
19774,293,1,13817,4.99,2007-03-20 11:43:57 UTC
25459,293,1,8745,2.99,2007-04-29 17:31:32 UTC
25451,293,1,3906,3.99,2007-04-06 18:04:22 UTC
19779,293,2,15675,5.99,2007-03-23 07:47:19 UTC
25455,293,2,5765,3.99,2007-04-10 11:31:29 UTC
19769,293,2,11131,1.99,2007-03-02 07:38:31 UTC
25453,293,2,4542,4.99,2007-04-08 02:34:57 UTC
19771,293,2,13013,6.99,2007-03-19 06:24:18 UTC
25460,293,2,9123,2.99,2007-04-30 08:07:42 UTC
25457,293,2,7607,4.99,2007-04-27 22:34:20 UTC
19773,293,2,13504,5.99,2007-03-20 00:30:15 UTC
25454,293,2,4944,6.99,2007-04-08 21:12:55 UTC
25452,293,2,4343,0.99,2007-04-07 17:17:21 UTC
28325,549,1,4447,0.99,2007-04-07 21:43:55 UTC
18284,549,1,2050,2.99,2007-02-17 13:35:57 UTC
28328,549,1,8316,4.99,2007-04-29 02:07:16 UTC
22180,549,1,14434,0.99,2007-03-21 10:09:13 UTC
28326,549,1,7252,7.99,2007-04-27 09:13:55 UTC
22179,549,2,12747,4.99,2007-03-18 20:56:49 UTC
28330,549,2,9511,9.99,2007-04-30 22:53:32 UTC
28327,549,2,8239,0.99,2007-04-28 23:00:06 UTC
28324,549,2,3892,4.99,2007-04-06 17:27:25 UTC
22175,549,2,10281,0.99,2007-03-01 01:57:00 UTC
28331,549,2,9887,0.99,2007-04-30 12:28:59 UTC
22177,549,2,11878,2.99,2007-03-17 12:52:19 UTC
22178,549,2,12634,2.99,2007-03-18 16:26:41 UTC
22176,549,2,11737,4.99,2007-03-17 07:10:35 UTC
28329,549,2,9445,7.99,2007-04-30 20:19:09 UTC
28323,549,2,3523,2.99,2007-04-05 23:30:05 UTC
23055,38,1,11817,4.99,2007-03-17 10:48:28 UTC
29405,38,1,4202,5.99,2007-04-07 09:52:15 UTC
23058,38,1,14554,4.99,2007-03-21 14:31:28 UTC
29407,38,1,4300,4.99,2007-04-07 15:04:43 UTC
23061,38,1,15668,2.99,2007-03-23 07:30:31 UTC
29409,38,1,5273,2.99,2007-04-09 12:59:51 UTC
29421,38,1,9621,4.99,2007-04-30 02:49:35 UTC
29412,38,1,6864,5.99,2007-04-12 18:27:52 UTC
23060,38,1,14787,6.99,2007-03-21 22:54:26 UTC
29411,38,1,5822,2.99,2007-04-10 14:39:06 UTC
29417,38,1,7795,0.99,2007-04-28 05:56:43 UTC
18656,38,1,2550,1.99,2007-02-19 01:18:22 UTC
23054,38,1,11344,2.99,2007-03-02 15:41:53 UTC
23062,38,1,15738,5.99,2007-03-23 10:24:17 UTC
29413,38,1,6961,0.99,2007-04-26 22:39:16 UTC
29420,38,1,9284,0.99,2007-04-30 13:53:46 UTC
29406,38,2,4228,1.99,2007-04-07 11:10:29 UTC
23057,38,2,12187,1.99,2007-03-18 00:14:17 UTC
18658,38,2,3003,4.99,2007-02-20 08:29:18 UTC
23056,38,2,12092,0.99,2007-03-17 20:56:42 UTC
18659,38,2,3392,3.99,2007-02-21 13:41:11 UTC
29422,38,2,10111,2.99,2007-04-30 19:37:00 UTC
29419,38,2,9216,0.99,2007-04-30 11:39:46 UTC
29418,38,2,8924,3.99,2007-04-30 00:37:25 UTC
29416,38,2,7321,5.99,2007-04-27 12:02:05 UTC
29415,38,2,7163,5.99,2007-04-27 06:04:38 UTC
23052,38,2,10524,6.99,2007-03-01 10:21:39 UTC
29410,38,2,5460,2.99,2007-04-09 21:14:41 UTC
29408,38,2,4644,4.99,2007-04-08 07:42:56 UTC
23059,38,2,14632,2.99,2007-03-21 17:16:33 UTC
18655,38,2,1250,2.99,2007-02-15 04:24:07 UTC
29414,38,2,7158,4.99,2007-04-27 05:52:25 UTC
23053,38,2,11049,3.99,2007-03-02 04:44:07 UTC
18657,38,2,2605,1.99,2007-02-19 05:16:28 UTC
25469,294,1,9522,2.99,2007-04-30 23:23:38 UTC
25466,294,1,7765,4.99,2007-04-28 05:09:00 UTC
25461,294,1,3681,4.99,2007-04-06 07:47:57 UTC
19788,294,1,14474,2.99,2007-03-21 11:51:15 UTC
19780,294,1,10551,6.99,2007-03-01 11:17:22 UTC
19790,294,1,15839,5.99,2007-03-23 14:03:13 UTC
19784,294,1,11390,2.99,2007-03-02 17:07:43 UTC
19787,294,1,12278,5.99,2007-03-18 03:15:12 UTC
25463,294,1,4786,7.99,2007-04-08 14:41:32 UTC
19785,294,2,11875,4.99,2007-03-17 12:45:15 UTC
19781,294,2,10600,2.99,2007-03-01 12:53:48 UTC
25465,294,2,7415,6.99,2007-04-27 15:19:26 UTC
25470,294,2,9607,0.99,2007-04-30 02:19:33 UTC
25471,294,2,10186,0.99,2007-04-30 22:41:03 UTC
19786,294,2,11981,2.99,2007-03-17 16:39:07 UTC
25462,294,2,4019,4.99,2007-04-06 23:56:11 UTC
19783,294,2,11071,2.99,2007-03-02 05:39:20 UTC
25464,294,2,6185,5.99,2007-04-11 09:53:36 UTC
25467,294,2,8843,4.99,2007-04-29 21:32:52 UTC
25468,294,2,9194,2.99,2007-04-30 10:57:12 UTC
19789,294,2,14630,7.99,2007-03-21 17:12:11 UTC
19782,294,2,10642,4.99,2007-03-01 14:13:38 UTC
25472,294,2,10220,4.99,2007-04-30 23:41:49 UTC
22181,550,1,11246,2.99,2007-03-02 12:02:23 UTC
18286,550,1,1863,3.99,2007-02-17 00:00:13 UTC
18290,550,1,3272,10.99,2007-02-21 03:46:54 UTC
22184,550,1,12063,2.99,2007-03-17 19:53:15 UTC
28332,550,1,3979,4.99,2007-04-06 21:33:02 UTC
22186,550,1,13114,10.99,2007-03-19 09:55:59 UTC
28334,550,1,6695,2.99,2007-04-12 11:08:06 UTC
22190,550,1,14687,4.99,2007-03-21 19:00:43 UTC
28339,550,1,8959,8.99,2007-04-30 02:04:16 UTC
28341,550,1,9748,0.99,2007-04-30 07:46:23 UTC
22192,550,1,15883,0.99,2007-03-23 15:13:23 UTC
18288,550,1,3154,2.99,2007-02-20 19:13:07 UTC
28333,550,1,5727,4.99,2007-04-10 09:53:55 UTC
28335,550,1,7030,0.99,2007-04-27 01:30:07 UTC
28337,550,1,8628,6.99,2007-04-29 12:34:51 UTC
22183,550,1,11969,4.99,2007-03-17 16:18:04 UTC
18285,550,1,1233,6.99,2007-02-15 02:47:04 UTC
28340,550,1,9616,2.99,2007-04-30 02:33:28 UTC
22185,550,2,12077,4.99,2007-03-17 20:27:41 UTC
22187,550,2,14071,2.99,2007-03-20 21:30:23 UTC
22191,550,2,15431,9.99,2007-03-22 22:55:14 UTC
22188,550,2,14127,4.99,2007-03-21 00:01:59 UTC
18289,550,2,3236,9.99,2007-02-21 01:16:10 UTC
22193,550,2,15977,4.99,2007-03-23 18:35:37 UTC
22182,550,2,11320,0.99,2007-03-02 14:41:55 UTC
18287,550,2,1883,4.99,2007-02-17 01:47:18 UTC
28342,550,2,10140,4.99,2007-04-30 20:31:47 UTC
31993,550,2,11757,2.99,2007-05-14 13:44:30 UTC
28338,550,2,8838,2.99,2007-04-29 21:20:50 UTC
28336,550,2,7838,2.99,2007-04-28 07:28:48 UTC
22189,550,2,14375,6.99,2007-03-21 08:15:02 UTC
29437,39,1,10126,0.99,2007-04-30 20:04:34 UTC
18665,39,1,2876,4.99,2007-02-19 23:35:01 UTC
29433,39,1,8805,2.99,2007-04-29 19:58:25 UTC
29435,39,1,9656,4.99,2007-04-30 04:28:48 UTC
23066,39,1,10639,9.99,2007-03-01 14:13:10 UTC
29434,39,1,9431,1.99,2007-04-30 19:52:49 UTC
29423,39,1,4419,5.99,2007-04-07 20:34:51 UTC
18660,39,1,1625,5.99,2007-02-16 06:17:35 UTC
18661,39,1,1905,4.99,2007-02-17 03:20:10 UTC
29427,39,1,5451,4.99,2007-04-09 20:50:37 UTC
29429,39,1,6045,2.99,2007-04-11 01:49:32 UTC
23063,39,1,10251,4.99,2007-03-01 01:07:39 UTC
18664,39,1,2631,4.99,2007-02-19 07:18:20 UTC
23065,39,2,10630,0.99,2007-03-01 14:03:13 UTC
29431,39,2,8366,1.99,2007-04-29 03:39:41 UTC
29430,39,2,8307,6.99,2007-04-29 01:47:01 UTC
29424,39,2,4695,8.99,2007-04-08 09:36:26 UTC
23068,39,2,12459,4.99,2007-03-18 09:53:38 UTC
29425,39,2,4712,6.99,2007-04-08 10:39:17 UTC
18663,39,2,2439,4.99,2007-02-18 17:03:31 UTC
18662,39,2,2135,0.99,2007-02-17 19:42:29 UTC
23069,39,2,13101,7.99,2007-03-19 09:30:21 UTC
23070,39,2,15124,5.99,2007-03-22 11:20:05 UTC
23067,39,2,12268,0.99,2007-03-18 02:55:21 UTC
29426,39,2,4727,7.99,2007-04-08 11:22:42 UTC
29436,39,2,10052,4.99,2007-04-30 17:43:40 UTC
29432,39,2,8723,7.99,2007-04-29 16:32:14 UTC
29428,39,2,5515,2.99,2007-04-09 23:41:11 UTC
23064,39,2,10269,4.99,2007-03-01 01:37:53 UTC
25474,295,1,3876,9.99,2007-04-06 16:49:40 UTC
25485,295,1,8840,9.99,2007-04-29 21:24:05 UTC
19791,295,1,10349,3.99,2007-03-01 03:55:40 UTC
19797,295,1,14387,6.99,2007-03-21 08:38:28 UTC
19795,295,1,12383,0.99,2007-03-18 07:04:30 UTC
25484,295,1,8108,7.99,2007-04-28 17:36:05 UTC
19798,295,1,14514,6.99,2007-03-21 13:20:19 UTC
19796,295,1,14264,0.99,2007-03-21 04:46:49 UTC
25477,295,1,5019,2.99,2007-04-09 00:32:59 UTC
25487,295,1,9425,7.99,2007-04-30 19:39:48 UTC
25476,295,1,4432,1.99,2007-04-07 21:08:29 UTC
25481,295,1,6252,2.99,2007-04-11 13:34:56 UTC
25475,295,1,4164,1.99,2007-04-07 07:48:38 UTC
25480,295,2,5994,4.99,2007-04-10 23:42:37 UTC
19793,295,2,11913,5.99,2007-03-17 14:21:44 UTC
25483,295,2,8087,0.99,2007-04-28 16:49:43 UTC
25489,295,2,9793,4.99,2007-04-30 09:13:38 UTC
25478,295,2,5053,4.99,2007-04-09 02:28:13 UTC
25482,295,2,6331,3.99,2007-04-11 17:45:48 UTC
25488,295,2,9692,8.99,2007-04-30 05:39:31 UTC
25479,295,2,5283,2.99,2007-04-09 13:35:44 UTC
19792,295,2,11083,4.99,2007-03-02 06:00:28 UTC
25473,295,2,3496,1.99,2007-04-05 22:27:42 UTC
25491,295,2,10222,0.99,2007-04-30 23:46:09 UTC
19794,295,2,12041,4.99,2007-03-17 19:03:00 UTC
25490,295,2,10160,4.99,2007-04-30 21:36:07 UTC
25486,295,2,8932,2.99,2007-04-30 00:59:53 UTC
31927,295,2,15735,0.99,2007-05-14 13:44:30 UTC
22202,551,1,14833,2.99,2007-03-22 00:13:45 UTC
22198,551,1,13439,3.99,2007-03-19 22:10:43 UTC
18292,551,1,2776,3.99,2007-02-19 16:44:51 UTC
22199,551,1,14420,0.99,2007-03-21 09:44:42 UTC
28349,551,1,9287,2.99,2007-04-30 14:04:06 UTC
28348,551,1,8986,0.99,2007-04-30 03:05:47 UTC
22203,551,1,15377,4.99,2007-03-22 20:51:00 UTC
28346,551,1,6041,0.99,2007-04-11 01:43:25 UTC
28344,551,1,5201,1.99,2007-04-09 09:21:20 UTC
22197,551,2,12868,0.99,2007-03-19 01:15:46 UTC
22201,551,2,14633,2.99,2007-03-21 17:19:37 UTC
22196,551,2,12208,4.99,2007-03-18 00:53:52 UTC
18291,551,2,2069,4.99,2007-02-17 14:48:06 UTC
28343,551,2,3996,5.99,2007-04-06 22:15:10 UTC
28345,551,2,5528,0.99,2007-04-10 00:37:48 UTC
22200,551,2,14609,4.99,2007-03-21 16:25:53 UTC
22194,551,2,11380,0.99,2007-03-02 16:45:59 UTC
22195,551,2,11883,2.99,2007-03-17 13:09:55 UTC
22204,551,2,15390,6.99,2007-03-22 21:25:52 UTC
28347,551,2,7095,9.99,2007-04-27 03:19:42 UTC
28350,551,2,9765,4.99,2007-04-30 08:13:07 UTC
18668,40,1,2993,4.99,2007-02-20 07:40:39 UTC
23081,40,1,15193,2.99,2007-03-22 14:35:16 UTC
29441,40,1,6502,0.99,2007-04-12 01:44:12 UTC
29448,40,1,9975,1.99,2007-04-30 15:22:10 UTC
29440,40,1,5869,5.99,2007-04-10 17:08:36 UTC
23078,40,1,13840,5.99,2007-03-20 12:51:47 UTC
23076,40,1,13149,6.99,2007-03-19 11:35:39 UTC
23071,40,1,10442,2.99,2007-03-01 07:26:35 UTC
29445,40,1,9050,8.99,2007-04-30 05:28:22 UTC
18669,40,1,3428,0.99,2007-02-21 17:08:01 UTC
23079,40,1,13951,2.99,2007-03-20 16:26:38 UTC
23077,40,1,13376,0.99,2007-03-19 20:00:12 UTC
23080,40,1,14260,6.99,2007-03-21 04:29:35 UTC
18666,40,2,2470,7.99,2007-02-18 18:56:58 UTC
29442,40,2,7684,0.99,2007-04-28 01:40:21 UTC
29439,40,2,5777,2.99,2007-04-10 12:07:08 UTC
23073,40,2,11948,3.99,2007-03-17 15:39:32 UTC
29438,40,2,5001,1.99,2007-04-08 23:45:31 UTC
18667,40,2,2896,2.99,2007-02-20 01:02:09 UTC
23072,40,2,11919,0.99,2007-03-17 14:37:16 UTC
29447,40,2,9961,6.99,2007-04-30 14:36:17 UTC
29444,40,2,8170,3.99,2007-04-28 20:00:56 UTC
23074,40,2,12396,9.99,2007-03-18 07:39:50 UTC
